words_list,labels
"['I' 'am' 'agree' 'with' 'Brendon' 'Mcccullum' ""'s"" 'comment' '..' '..'
 '.' 'really' 'you' 'are' 'india' ""'s"" 'suputra' '..' '..' 'keep' 'it'
 'up' 'virat' 'i' 'am' 'alwayes' 'with' 'you' 'a' 'big' 'big' 'big' 'fan'
 '..' '.' 'best' 'of' 'luck' 'for' 'your' 'bright' 'future' '..' '..' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'other' 'other'
 'other' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'other']"
"['Virat' 'bhai' 'aap' 'clean' 'save' 'hi' 'thik' 'ho' 'Ye' 'look' 'apki'
 'personality' 'pe' 'match' 'nhi' 'krta']","['name' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2']"
"['@IndiaExplained' 'This' 'kind' 'of' 'protest' 'happening' 'since' 'last'
 '2' 'years' '.' 'There' 'is' 'similar' 'pattern' 'in' 'every'
 'university' '.']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
['bkchodi' 'hai' '...'],['lang2' 'lang2' 'other']
"['aapne' 'ek' 'din' 'bola' 'thha' ',' '5' 'apple' '45' 'ropis' 'ke'
 'aayte' 'hai' ',' 'or' '5' 'apple' '45' 'hajar' 'ropis' 'ke' 'aate' 'hai'
 ',,' 'aaj' 'bo' 'bat' 'bhi' 'aapne' 'sahi' 'batahi']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'other'
 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other' 'lang1' 'other'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
['@niostwit' 'Can' 'you' 'reply' 'to' 'solve' 'the' 'issues'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['@flipkartsupport' '@_sachinbansal' '@Flipkart' '54' 'Hours' 'and'
 'still' 'Continuing' '.' 'Just' 'let' 'me' 'Know' 'is' 'this' 'possible'
 'or' 'Not' '??']","['other' 'other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
"['listening' 'to' 'Ishq' 'Wala' 'Love' '(' 'From' '""""""""""""""""""""""""""""""""""""""""""""'
 'Student' 'of' 'the' 'Year' '""""""""""""""""""""""""""""""""""""""""""""' ')' 'The' 'DJ'
 'Suketu' 'Lounge' 'Mix']","['lang1' 'lang1' 'name' 'name' 'name' 'other' 'lang1' 'other' 'name' 'name' 'name'
 'name' 'other' 'other' 'lang1' 'lang1' 'name' 'lang1' 'lang1']"
['Rishi' 'Sharma' 'AAP' 'TO' 'DUDE' 'NIKLE' ':P' ':D'],['name' 'name' 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'other']
"['Main' 'to' 'sirf' 'itna' 'jaanu' 'hu' 'ki' 'Sultan' 'jesi' 'movie' 'na'
 'pehle' 'kabhi' 'bani' 'h' 'aur' 'na' 'banegi' 'am' 'a' 'Sultan' 'Fan']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang1' 'lang1' 'lang1']"
"['Love' 'you' 'and' 'congratulations' 'And' 'thank' 'you' 'for' 'this'
 'beautiful' 'smile' 'All' 'the' 'best' 'for' 'next' 'LOVE' 'YOU' 'SO'
 'MUCH' 'MY' 'JAAN']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang2']"
['@aliasshivani' '@aliaa08' 'She' 'was' '*'],['other' 'other' 'lang1' 'lang1' 'other']
"['Its' 'such' 'a' 'pleasure' 'to' 'watch' 'your' 'team' 'play' 'the' 'CL'
 'with' 'peace' 'of' 'mind' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
"['""""""""""""""""""""""""""""""""""""' 'We' 'do' ""n't"" 'need' '280' 'characters' 'ffs' 'We'
 'need' 'enough' 'characters' 'to' 'just' 'type' '""""""""""""""""""""""""""""""""""""""""""""'
 'send' 'nudes' '""""""""""""""""""""""""""""""""""""""""""""' '.' 'Stop' 'letting' 'us' 'use'
 'it' 'for' 'emo' 'shit' '.' '@Twitter' '""""""""""""""""""""""""""""""""""""']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'other']"
"['Nice' 'bound' 'and' 'good' 'to' 'see' 'the' 'cultural' 'exchange' 'for'
 'nice' 'bondong']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']"
"['Sabka' 'bdla' 'lega' 're' 'budiya' 'tera' 'fejal' 'ek' 'no' 'dilog'
 'sir']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang1']"
"['Check' 'you' 'out' 'standing' 'on' 'the' 'left' '.' 'Lookn' 'so'
 'beautiful' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'lang1' 'other']"
"[':D' 'Bot' 'Powered' 'By' 'Rehan' 'Maxi' ':D' '=>' 'PoWerD' 'By' 'KinG'
 'BoT' 'TeaM' '<3']","['other' 'lang2' 'lang1' 'lang1' 'name' 'name' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang2' 'lang1' 'other']"
"['@bitingfriends' 'He' 'has' 'Dylan' ""'s"" 'whine' 'no' 'beat' 'no' 'rhyme'
 'you' 'keep' ""'a"" 'yo' 'rapper' 'I' 'get' 'ta' 'keep' 'mine' '.']","['other' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
"['#295' ':' 'This' 'is' 'an' 'Inter-IIT' 'love' 'story' '.' 'I' 'was' 'a'
 'simple' 'guy' 'and' 'never' 'ever' 'thought' 'I' 'will' 'fall' 'in'
 'love' 'or' 'get' 'addicted' 'to' 'a' 'girl' '.' 'As' 'it' 'happens' ','
 'a' 'girl' 'came' 'in' 'my' 'life' 'and' 'she' 'changed' 'me'
 'completely' '.' 'I' 'was' 'totally' 'infatuated' 'with' 'her' 'and'
 'watched' 'as' 'everything' 'around' 'me' 'including' 'my' 'personality'
 'changed' 'just' 'for' 'her' '.' 'I' 'was' 'obsessing' 'about' 'her'
 'nonstop' '...' 'wanted' 'to' 'be' 'there' 'with' 'her' ',' 'for' 'her'
 '...' 'everywhere' ',' 'everytime' '.' 'I' 'wanted' 'to' 'be' 'her'
 'first' ',' 'last' 'and' 'only' 'point' 'of' 'contact' '.' 'In' 'time'
 'she' 'got' 'into' 'another' 'IIT' '.' 'But' 'then' 'she' 'started'
 'meeting' 'other' 'people' 'and' 'avoiding' 'me' ',' 'and' 'it' 'made'
 'me' 'feel' 'very' 'disturbed' '.' 'Then' 'she' 'dropped' 'the'
 'ultimate' 'cock-blocking' 'man-bomb' 'and' 'said' 'that' 'she' ""doesn't""
 'want' 'this' 'relationship' 'and' 'I' 'agreed' 'to' 'friendzoned' '('
 'yes' 'i' 'cock-blocked' 'myself' ')' '.' 'Man' 'this' 'killed' 'me'
 'and' 'affected' 'everything' 'around' 'me' ',' 'felt' 'like' 'the'
 'world' 'had' 'caved' 'in' 'suddenly' '.' 'Obviously' 'it' 'affected'
 'my' 'endsems' 'also' '.' 'I' 'am' 'able' 'to' 'accept' 'if' 'she' 'gets'
 'a' 'boyfriend' 'but' 'I' ""can't"" 'imagine' 'them' 'having' 'sex' ','
 'it' 'totally' 'kills' 'me' '.' 'I' 'really' 'need' 'to' 'talk' 'to'
 'her' 'and' 'be' 'around' 'her' '.' 'I' 'have' 'learned' 'the' 'hard'
 'way' 'to' 'live' 'without' 'her' 'but' 'being' 'with' 'her' 'adds'
 'great' 'happiness' 'to' 'my' 'life' '...' 'come' 'back' 'if' 'you'
 ""don't"" 'have' 'a' 'boyfriend' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1'
 'lang1' 'other' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other']"
['Humera' 'Butt' 'add' 'me'],['lang2' 'lang1' 'lang1' 'lang1']
"['Pakistani' ""'"" 's' 'khushi' 'is' 'directly' 'propotional' 'to' ""India's""
 'defeat' '☺' '😀' 'SA' 'walo' 'aj' 'na' 'phorne' 'dena' 'inko' 'phatake'
 '😉😬' '#CWC15' '#IndvsSA']","['lang1' 'other' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'name' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'name' 'lang1']"
"['Let' ""'s"" 'wait' 'and' 'watch' '..' '.!' 'Let' ""'s"" 'not' 'bragg'
 'about' 'it' 'as' 'Russia' 'not' 'a' 'baby' 'to' 'manage' 'of' 'handle'
 '..' '..' 'most' 'tactful' ',' 'smart' ',' 'clever' 'and' 'self'
 'centred' '..' '.' 'if' 'they' 'are' 'real' 'friend' ',' 'they' 'must'
 'sacrifice' 'their' 'interest' 'in/with' 'Pak' '..' '.' 'control'
 'terrorism' '..' '..' 'impress' 'upon' 'China' 'too' '.' '.?' 'Another'
 'subtle' 'enemy' 'from' 'within' '..' '.!']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'other'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'other' 'other' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'name' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other']"
"['Jai' 'hind' '!' 'Search' ':' 'The+transfer+protocol+amazon' 'New'
 'SciFi' 'book' '.' 'Order' 'today' '!!' '!!' 'New' 'way' 'of'
 'storytelling' 'guaranteed' '!']","['lang2' 'lang2' 'other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other']"
['my' 'his' 'soul' 'rest' 'in' 'peace'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']
"['@freezekookie' '@ch2852' 'I' 'm' 'so' 'thank' 'full' 'to' 'those'
 'people' 'for' 'feeding' 'him' '.' 'Thank' 'you' 'so' 'much' 'whoever'
 'you' 'are' '.' 'I' 'm' 'really' 'grateful' 'to' 'you']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']"
"['Keep' 'shinnng' 'and' 'Bring' 'pride' 'to' 'the' 'Nations' ',' 'I'
 'love' 'ur' 'Bating' 'Mr' 'Virat' 'Kohli' ',' 'GBU' 'Always' 'ji']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'other' 'lang1' 'lang1'
 'lang2']"
"['Modi' 'is' 'the' 'world' 'rubbish' 'and' 'killer' 'pm' 'and' 'exporter'
 'the' 'terror' 'in' 'the' 'world' 'want' 'independant' 'inquery' 'about'
 'kashmir' 'issue']","['name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'lang1']"
"['VanillaMuffinx3' 'Glad' 'it' 'was' 'caught' '!' 'Here' 'are' 'some'
 'additional' 'layers' 'of' 'security' 'you' 'might' 'want' 'to' 'add'
 'to' 'your' 'acct' '…' '…']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
['Happy' 'birthday' 'Sir' 'ji'],['lang1' 'lang1' 'lang1' 'lang2']
"['If' 'Virat' 'Kohli' 'has' 'million' 'number' 'of' 'fans' 'i' 'am' 'one'
 'of' 'them' 'if' 'Virat' 'kohli' 'has' 'ten' 'fans' 'i' 'am' 'one' 'of'
 'them' 'if' 'Virat' 'kohli' 'have' 'only' 'one' 'fan' 'and' 'that' 'is'
 'me' 'if' 'Virat' 'has' 'no' 'fans' 'that' 'means' 'i' 'am' 'no' 'more'
 'on' 'the' 'earth' 'if' 'world' 'against' 'Virat' 'i' 'am' 'against'
 'the' 'world' 'i' 'love' 'Virat' 'kohli' 'like' 'a' 'genuine' 'big' 'fan'
 '.']","['lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
"['Bhai' 'tu' 'q' 'n' 'captani' 'karte' 'ho' 'Dhoni' 'ka' 'khel' 'khtam'
 'hogya' 'Virat' 'yug' 'aana' 'chahiye' 'boss']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'name' 'lang2'
 'lang2' 'lang2' 'lang2' 'name' 'lang2' 'lang2' 'lang2' 'lang1']"
"['""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""' 'Why' 'should' 'a' 'financial'
 'engineer' 'be' 'paid' 'four' 'times' 'to' '100' 'times' 'more' 'than'
 'a' 'real' 'engineer' '?' 'A' 'real' 'engineer' 'builds' 'bridges'
 '""""""-""""""""""""""' '""""""""""""""""""""""""""""""""""""' '#theinsidejob' '""""""""""""""""""""""""""""""""""""']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other' 'lang1'
 'other']"
"['@vasudha_ET' 'Why' 'only' '300' 'years' '?,' 'Mahabharat' 'is' '5000'
 'years' 'old' '..' '..' 'and' 'then' 'there' 'were' 'stuffs' 'older'
 'than' 'that' '.']","['other' 'lang1' 'lang1' 'other' 'lang1' 'other' 'name' 'lang1' 'other'
 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other']"
"['Karan' 'Bhalla' 'Bharath' 'Jannu' 'Shrenik' 'Shah' 'Siddharth' 'R'
 'Shah']",['name' 'name' 'name' 'name' 'name' 'name' 'name' 'name' 'name']
"['when' 'it' 'comes' 'to' 'tried' 'and' 'tested' 'friend' '..' 'There'
 'is' 'no' 'country' 'better' 'than' 'rush' 'and' 'japan' 'for' 'india'
 '..' 'and' 'every' 'time' 'they' 'prove' 'it' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang1' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other']"
"['Imagine' 'reading' 'a' 'book' 'of' 'all' 'the' 'rumors' 'your' 'friends'
 'ever' 'told' 'about' 'you' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['@JohnNosta' 'Smartest'],['other' 'lang1']
['chill' '....' 'at' 'least' 'think' 'of' 'family' '!!!!'],['lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['I' 'think' 'Times' 'Square' 'is' 'holding' 'something' 'for' 'Diwali'
 'Priyanka' 'Chopra']",['lang1' 'lang1' 'name' 'name' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'name' 'name']
"['Waiting' 'for' 'this' 'amazing' 'movie' 'No' 'doubt' 'for' 'sure' 'its'
 'been' 'Amir' 'bhai' ""'s"" 'another' 'cult' 'magical' 'hit' '.' 'its'
 'gonna' 'be' 'a' 'record' 'breaker' '..' '.' 'In' 'all' 'aspects']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'name' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1']"
"['main' 'tumase' 'pyaar' 'karata' 'hoon' ':)' 'tum' 'ek' 'bahut' 'achchhe'
 'khilaadee' 'rahe' 'hain' '.' 'main' 'tumhen' 'hamesha' 'badhaee' 'deta'
 'hoon' '<3' '(' 'y' ')' 'Aamir' 'Khan' 'Aamir' 'Khan' 'Aamir' 'Khan'
 'Aamir' 'Khan']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'other' 'lang1' 'other' 'name' 'name' 'name' 'name' 'name'
 'name' 'name' 'name']"
"['Sir-' 'Do' ""n't"" 'waste' 'your' 'time' 'on' 'China' 'as' 'they' 'have'
 'got' 'significant' 'stakes' 'in' 'Pakistan' 'so' 'even' 'if' 'they'
 'agree' 'they' 'wo' ""n't"" 'speak' 'against' '.' 'Accept' 'this' 'and'
 'based' 'on' 'it' 'discuss' 'with' 'China' 'as' 'what' 'alternatives'
 'we' 'can' 'provide' 'or' 'if' 'we' 'convince' 'them' 'that' 'they'
 'stand' 'to' 'loose' 'more' 'standing' 'with' 'Pakistan' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'name' 'other']"
['@ItsAmrita__' 'i' 'will' 'gift' 'you' 'new' 'maskara' '😂😘'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
"['Be' 'careful' 'for' 'Xi' 'jinping' '..' 'He' 'is' 'frod' 'leader' '..'
 'no' 'doubt']","['lang1' 'lang1' 'lang1' 'name' 'name' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang1' 'lang1']"
"['@LeroySane19' 'Why' 'you' 'selfish' ',' 'but' 'i' 'love' 'you' '♥' '️'
 '♥' '️']","['other' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'other' 'other' 'other']"
['Good' 'very' 'nice' 'Pichar' 'hay' 'ji' 'Goru' 'ji'],['lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'name' 'lang2']
"['Owsmmm' 'lubhh' 'uhh' 'Virar' 'sir' '..' '.' 'bht' 'hi' 'mst' 'dhek'
 're' 'ho' 'lubhh' 'uhhh' 'cho' 'choo' 'choo' 'much' '..' '.' ':' '-*']","['lang1' 'lang1' 'lang1' 'name' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'other' 'other' 'other']"
"['Anek' 'anek' 'dhonnobad' '..' '..' 'kohili' 'da' '.' 'I' 'have' 'salut'
 'to' 'you' '..' '..' 'Akta' 'request' 'korbo' 'pls' 'rakhba' '..' '.'
 'tomar' 'mukhe' 'dari' 'ta' 'besi' 'baro' 'rekhe' 'kharp' 'lagche' '..'
 '.' 'pls' 'ar' 'ektu' 'choto' 'kore' 'kete' 'nao' 'dekhte' 'hebby'
 'lagbe' '..' '..' 'ok' 'love' 'u' 'by' 'by' '.']","['fw' 'fw' 'fw' 'other' 'other' 'name' 'fw' 'other' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'fw' 'lang1' 'fw' 'lang1' 'fw' 'other'
 'other' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'other' 'other'
 'lang1' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'fw' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']"
['very' 'beutiful' 'song' 'and' 'looking' 'nice' 'anushka' 'didi'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang2']
"['Love' 'u' 'pm' 'sir' '.' 'Also' ',' 'this' 'is' 'my' 'salute' 'to' 'our'
 'most' 'precious' 'friend' 'Russia' 'and' 'my' 'most' 'welcomes' 'to'
 'the' 'best' 'friend' 'Mr.' 'Putin']","['lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'name']"
"['hello' 'every' 'one' 'hit' 'like' 'my' 'page' 'it' 'is' 'about' 'every'
 'thing' 'you' 'want' 'in' 'your' 'life' 'and' 'i' 'am' 'sure' 'that'
 'you' 'guyx' 'will' 'love' 'it']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1']"
